4,162d29c4e1cf6b8a84f2d692e67a3ac6bc7851bc3e6e4afe64d15778bed8bd86
5,d6b132e4e52200a42339255a794f2a6e6840677437bb84276ab955162fcac3e4
6,475acebd17417afc2eaa4102a2cf5defe3d3ae653dcd1e55e1220c11c86995f9
7,67d682b519036ae9e5d9b0e624ba3cddc4426bebebc56ba96f1287897c7f051c
8,9b4688a53294cb530e856161f69d41e300dd5d2f0407e961cc41c3df7e753b92
9,d135d14f78b7d082e9a8081c18ab3728929ebbcbba3ba05384df4c3cb0151f2d
10,e8d2160d3236d209545862350375c449d0ae40456241cd11085652df79fda95d
11,ebbe238f13c6512ca303ad234f028185f04621694428bf4036e827529fb8fd0c
12,40649b5f83c79f82255c1a4e143c144115f5bfb41408a18ea950a9a84b56a7d3
13,625c7ab49a7d9320b22520fde133910a57827eeec8624b08e5f5668525e3caeb
14,46921995b5a1032d24259097fb354b41208d7d702266dbbf178fe85eb0b0eb53
15,33543ebd7ec35cb66d7abf8e3405bf8862d4e47a665324723f9d10cbd796a579
16,883a41a78a9007ca63040f65c2980f47cb88e94fa11cd82e1991662d78f3bd9a
17,dbfcf9e6ea8a7e44d90b1bb8547b5977a38f908c9b55b20167f92ab7af74881e
18,4da42af27495ff618f17636f2df2de758b5da4823b0d63910219a1b91bfc3ef6
19,e3982bbd0e689508ef7701c608d7785f25b727aa87723c3712bcc2ff9180e12d
20,61b43660d0d353ce478fff87f2c24f3543611dd42f88648dc69fd050c5c63308
21,00808aeb1a31eee0b2598dcb201de3e7c11d8262f23e527fedd169dce6ae6668
22,95fd89728273458c72d7cfa390b8031829af2aae2e7ce48b1e63b3e508676bcd
23,3096cc5e689637adeab12653e75ecbc9693de6b1ee729320dd42fba78137e0f6
24,2b98e97ed0d2a397af50829de38ce48d8c72b6df8a7816ddbdab4647524495aa
25,3c2d54663526b2be37851be30e4853d669d6ed65a047661cc422c3ed58bebe42
26,b6672fbcd832aaa5413305bf069b3008f60a49a6eff28cc1332b7d8aaededfe6
27,74a43dbda9e48e22feaf9f06c5b00d418c744c46e773bb62337bf87dabfefa71
28,3c1bb6529c2d4449753798b3ff4b1ac5dd9e7892cc9c0655697a1ef36bcd53c8
29,59cf62fe5c457f00f70527c9ad03f67f0734fcbff9b0e890371f40b9b5949edd
30,3cbecce27221a23fe9df02737700c04caa482801d10dd090517c971604eae2a5
31,da15c4164fd8e2914baf9dfa390ba962a12ca603322220b4c1c7752762675e99
32,8c0c732b5d2dc8d38cee2e0a3bd5943a6262e5a897b663b6ef14bbc022d9d8b3
