8ed5ab11e76094fa2a2ab29fc3a57498d07e68f6fde6f326162eea88,57884786366000,336456263477551,
cbfa34f3bb9936db6e425b2c327606615a7e1ed922bdd92315d83825,34861151939592,336456263477551,
8ffb4c8e648c0662f2a91157c92feaa95f1a3d2728eaea8257b3d8d9,28983617682361,336456263477551,
e040920801b69d60c18e2bc00184655c899ddea7abad5cef45ecdc1e,21250730854004,336456263477551,
9ed23a4a839826d08d7d10f277a91f0e2373ea90251fb33664d52c94,13131678732819,336456263477551,
1e3105f23f2ac91b3fb4c35fa4fe301421028e356e114944e902005b,12968449127480,336456263477551,
e54d5f9340218a9816cafafc92dc3d5212b6d149ce75e9637cbcd7e0,10778598740604,336456263477551,
8aa469088eaf5c38c3d4faf0d3516ca670cd6df5545fafea2f70258b,10296863423997,336456263477551,
5cb14d2c1eeb6daace6057dbc8a6b3bea06b06f7dcf32ff35ee1bddc,8598295483936,336456263477551,
baba8f13322b33c1ebc2bf1e805bd8ee5300657ff2c0f0749bc892e2,8086308714835,336456263477551,
13e8600b86987e7b20fc539c83a57343d2e5b7fc646ea78f8322418a,7083684965888,336456263477551,
7facad662e180ce45e5c504957cd1341940c72a708728f7ecfc6e349,5512011221934,336456263477551,
99ebbcff468e4f00be5246f21de5e2db0e8b38f8bc0a7801c658f8cb,4269719419101,336456263477551,
18e91458ace981766dfce309ca905867314118165b31f896c583af97,4001663388082,336456263477551,
13f51e6763f58a2120b426c4f424134b296a1f2b39873b68934900d4,4000942972805,336456263477551,
bd66ac291ac521deaf22141fb0e5e2f0ed3da63159b9f49e1f500acf,2800340006418,336456263477551,
302e04cab29e6f0a0adb1a824abdd6e096c77566287c883581cc25a3,2319695518724,336456263477551,
632dc1a4d7ec972aa7c63ba56ce57e1a0fdd8a356f0949f0ded0723a,2100133277414,336456263477551,
d9f03bcc12a595624049a4950c42fc0920b21b073f84d48c22be964d,2066229076284,336456263477551,
d84ba9070a6afa3e09f8e8b7f95df16e58f2e8b8a8c1170f579e2a39,2017937268386,336456263477551,
429e1cf4c75799b4148402452aa0edd512111485e5e1cbe7cf93b696,1886323793980,336456263477551,
eec73ca2652e1ae92852195ff3289dd991a83dbe5f989f06e1c96b64,1737237709812,336456263477551,
fa1a5e1e70bc2fa7f60080b214f7bf5ab14c51da4b307a1a792c1714,1656636667384,336456263477551,
d657d513bd59f01d63e266b3472e2fc16b57294535a1f33d60a63356,1623288899889,336456263477551,
30b4694f065a12c7bc09b7d3bed3362e238ab2d42191369d96c46366,1614655977912,336456263477551,
934facc95005a97ab4a47a16dd001c0302d73f0dbae64f643825ea39,1608744071664,336456263477551,
d64193cd0ef313faafeb7464ac56d20df9439be5bba5c16ecedabb64,1608401998425,336456263477551,
5fc3083905cb1e91c078472c11527075118cafede4dc8d63e361882a,1607952095987,336456263477551,
74f5dd2551c2c0fd71aebb95e1f58d0b742c0fd2ff1712644f709bdc,1548993469244,336456263477551,
0ed90e52db2166b3a80e0711885b94f7950fc0e3898a573a8b98b0e9,1536425680526,336456263477551,
0b5ca58328f3f03438910f055bfd29fc785f8d4ba5bab80b51629da9,1434786099817,336456263477551,
95096da69d3fb64416be72a0c9ce474c72c59da0db19a556dc430abc,1412330728110,336456263477551,
d5c7a849993870429398e85eaf3c696c1d0605c9faad021c81d33e50,1401938919694,336456263477551,
64d60fc4972085b884f5d6db08c67be08517c873a692c935b1bdf85e,1361581723789,336456263477551,
209c6caf1fdabf53984cdcdce4e8d53f680165f33557a47c54b1dd6a,1276782700467,336456263477551,
9a66adc7e0a2aeed7cff0167fea2bf8359feb1426fcb0e8569cfeeff,1271836867532,336456263477551,
91e5291c8ff5a96bab833f219b4a8e792b077cf6bb55f44ce8bfd30e,1271101550491,336456263477551,
089a06986c7dbd50d411890a74ab9e60ba22d32bf6e59cb658491f2c,1242606619608,336456263477551,
